Date,Time,CPU Core 1 (C),CPU Core 2 (C),CPU Core 3 (C),CPU Core 4 (C),CPU PECI (C),CPU Proximity (C),CPU System Agent Core (C),AMD Radeon GPU (C),AMD Radeon GPU Proximity (C),Intel Iris Pro GPU (C),Battery Sensor 1 (C),Battery Sensor 2 (C),Battery Sensor Max (C),Air Flow Proximity (C),AirPort Proximity (C),Heatpipe Outgoing Air (C),Heatpipe Outgoing Air (C),Left Heatsink Proximity (C),Platform Controller Hub Die (C),Right Heatsink Proximity (C),Memory Module Proximity (C),Memory Slot (C),Palmrest Proximity (C),Palmrest Proximity (C),SSD A (C),SSD B (C),CPU Average (C),Computer Average (C),Left Side (RPM),Right side (RPM),Fan Average (RPM),Shutdown Reason,Fan Diagnostics,Sensor Diagnostics
2016-05-08,01:35:57,64,66,66,64,67,54,63,62,56,62,31,31,31,36,41,40,41,51,50,45,46,45,28,29,36,36,63,48,2171,1999,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:35:58,63,61,61,62,63,54,61,62,57,60,31,31,31,35,41,40,41,51,50,44,46,45,28,29,36,36,61,47,2149,1993,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:35:59,67,65,65,65,67,54,64,63,57,62,31,31,31,36,41,40,41,51,50,46,46,45,28,29,36,36,64,48,2151,1994,2072,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:00,68,66,66,68,66,54,64,62,57,62,31,31,31,36,41,40,41,51,50,45,46,45,28,29,36,36,65,48,2168,2002,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:01,67,67,66,65,68,54,64,63,57,62,31,31,31,36,41,40,41,52,50,45,46,45,28,29,36,36,64,48,2167,1994,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:02,69,66,65,70,65,54,64,62,58,62,31,31,31,36,41,40,41,52,50,45,46,45,28,28,36,36,65,48,2148,2002,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:03,67,66,67,68,67,54,64,62,57,63,31,31,31,36,41,40,41,52,50,45,46,45,28,29,36,36,65,48,2159,1994,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:04,69,67,67,66,68,54,65,62,58,62,31,31,31,36,41,40,41,52,50,46,46,45,28,29,36,36,65,48,2170,2006,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:05,74,73,74,73,79,54,66,64,58,63,31,31,31,36,41,40,41,52,50,45,46,45,28,29,36,36,70,50,2159,1998,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:06,73,71,70,71,73,54,66,65,58,64,31,31,31,36,41,40,41,53,50,45,46,45,28,29,36,36,68,49,2147,2002,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:07,67,66,67,64,69,55,64,65,58,65,31,31,31,36,41,40,41,52,50,45,46,45,28,29,36,36,65,48,2167,1999,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:08,64,64,63,63,66,55,62,64,58,63,31,31,31,36,41,40,41,53,50,45,47,45,28,29,36,35,62,48,2171,2003,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:09,64,66,66,64,65,55,62,63,58,64,31,31,31,36,41,40,41,53,50,46,46,45,28,28,36,35,63,48,2149,1999,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:10,74,70,68,73,69,55,66,64,58,63,31,31,31,36,41,40,41,53,50,45,47,45,28,29,36,35,68,49,2150,1993,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:11,64,65,64,64,65,55,63,63,58,65,31,31,31,36,41,40,41,52,50,45,46,45,28,28,36,35,63,48,2170,2007,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:12,65,65,62,65,65,55,63,62,58,63,31,31,31,36,41,40,41,52,50,45,46,45,29,29,36,35,63,48,2171,1994,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:13,63,64,62,65,64,55,61,63,58,63,31,31,31,36,41,40,41,53,50,46,46,45,29,29,36,35,62,48,2149,2007,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:14,64,63,63,63,64,55,60,62,58,63,31,31,31,36,41,40,41,53,50,45,47,45,29,28,36,35,62,48,2150,1992,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:15,64,63,63,62,64,55,62,62,58,62,31,31,31,36,41,40,41,52,50,46,46,45,29,29,36,35,62,47,2168,2007,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:16,70,68,69,67,68,55,63,62,58,62,31,31,31,36,41,40,41,52,50,46,46,45,29,28,36,35,66,48,2169,1993,2081,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:17,77,71,76,72,71,54,65,62,58,62,31,31,31,36,41,40,41,52,50,46,46,45,29,29,36,35,69,50,2149,2007,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:18,74,72,71,71,74,54,65,63,58,63,31,31,31,36,41,40,41,52,50,46,47,45,29,29,36,35,69,49,2164,1992,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:19,76,72,71,71,73,55,66,64,58,63,30,31,30,36,41,40,41,52,50,45,47,45,29,29,36,35,69,50,2171,2006,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:20,84,82,79,80,83,55,68,65,58,65,30,31,30,36,41,40,41,53,50,46,47,45,29,29,36,35,76,52,2152,1994,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:21,84,82,79,80,83,54,68,64,58,64,30,31,30,36,41,40,40,52,50,46,47,45,29,28,36,35,76,51,2148,1999,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:22,69,67,66,67,70,54,65,64,58,64,30,31,30,36,41,40,40,52,50,46,47,45,29,28,36,35,66,49,2169,1995,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:23,66,65,65,66,66,55,64,64,58,64,30,31,30,36,41,40,40,53,50,45,47,45,29,28,36,35,64,48,2173,1996,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:24,67,65,64,64,66,55,63,64,58,64,30,31,30,36,41,40,41,52,50,46,46,45,29,29,36,35,63,48,2150,2003,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:25,64,66,62,64,65,55,63,63,59,64,30,31,30,36,41,40,41,52,50,46,47,45,29,29,36,35,63,48,2148,1999,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:26,65,64,62,63,64,55,62,63,59,63,30,31,30,36,41,40,41,52,50,46,47,45,29,29,36,35,62,48,2168,1994,2081,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:27,66,64,61,63,65,54,62,63,58,66,30,31,30,36,41,40,41,52,50,46,47,45,29,28,36,35,62,48,2172,2007,2089,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:28,61,63,68,65,64,54,62,62,58,64,30,31,30,36,41,40,41,52,50,46,46,45,29,29,36,35,62,48,2150,1992,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:29,66,66,66,67,65,55,63,62,58,62,30,31,30,36,41,40,41,52,50,46,47,45,29,29,36,35,64,48,2148,2006,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:30,69,66,67,67,68,55,63,63,58,63,30,31,30,36,41,40,41,52,50,46,47,45,29,29,36,35,65,48,2169,1995,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:31,67,67,67,69,68,55,63,64,58,62,30,31,30,36,41,40,41,52,50,46,47,45,29,29,36,35,65,48,2172,2002,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:32,63,64,63,66,66,55,63,64,58,65,30,31,30,36,41,40,41,52,50,46,47,45,29,28,36,35,63,48,2149,1994,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:33,64,63,63,64,65,55,63,63,58,64,30,31,30,36,41,40,41,52,50,46,47,45,29,29,36,35,62,48,2149,2001,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:34,68,67,69,67,68,55,65,64,58,64,30,31,30,36,41,40,41,52,50,46,47,45,29,28,36,35,66,49,2165,1994,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:35,67,65,65,65,66,55,62,63,59,64,30,31,30,36,41,40,41,52,50,46,47,45,29,29,36,35,64,48,2171,2007,2089,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:36,65,65,65,64,65,55,62,63,59,64,30,31,30,36,41,40,41,52,50,46,47,45,29,28,36,35,63,48,2149,1999,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:37,68,69,70,70,70,55,66,64,58,64,30,31,30,36,41,40,41,52,50,46,47,45,29,28,36,35,67,49,2149,2001,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:38,82,78,79,77,81,55,68,65,59,65,30,31,30,36,41,40,41,53,50,46,47,45,29,28,36,35,74,51,2169,1998,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:39,69,68,68,68,72,55,66,65,59,65,30,31,30,36,41,40,41,53,50,46,47,45,29,28,36,35,67,49,2171,2002,2086,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:40,68,68,70,73,71,55,66,66,59,65,30,31,30,36,41,40,41,53,50,46,47,45,29,29,36,35,67,49,2150,1994,2072,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:41,69,68,68,69,68,55,65,65,59,65,30,31,30,36,41,40,41,53,50,46,47,45,29,28,36,35,66,49,2151,2003,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:42,71,71,71,69,71,56,67,66,59,65,30,31,30,36,41,40,41,53,50,46,47,45,29,29,36,35,68,49,2171,1994,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:43,80,81,81,77,79,56,70,67,59,67,30,31,30,36,41,40,41,53,50,46,47,45,29,28,36,35,75,51,2169,2006,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:44,76,76,77,73,79,56,69,67,60,67,30,31,30,36,41,40,41,53,50,46,47,45,29,28,36,35,72,51,2149,1994,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:45,75,72,72,73,77,56,68,68,60,68,30,31,30,36,41,40,41,54,50,46,47,45,29,28,36,35,70,50,2150,2006,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:46,68,67,67,68,70,56,66,67,60,67,30,31,30,36,41,40,41,53,50,46,47,45,29,28,36,35,66,49,2172,1993,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:47,66,67,67,69,68,57,64,66,60,66,30,31,30,36,41,40,41,54,50,46,47,45,29,29,36,35,65,49,2162,2007,2084,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:48,68,67,68,67,67,57,65,66,60,65,30,31,30,36,41,40,41,54,50,46,47,45,29,29,36,35,66,49,2149,1996,2072,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:49,73,70,71,71,72,57,67,66,60,67,30,31,31,36,41,40,41,54,50,46,47,45,29,29,36,35,69,50,2158,2003,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:50,73,71,72,72,74,57,69,66,60,66,31,31,31,36,41,40,41,54,50,46,47,45,29,28,36,35,70,50,2172,1998,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:51,73,74,73,74,81,57,68,67,60,68,31,31,31,36,41,40,41,54,50,46,47,45,29,28,36,35,71,51,2162,2002,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:52,69,68,68,68,71,57,66,68,60,67,31,31,31,36,41,40,41,54,50,46,47,45,29,29,36,35,67,49,2147,1995,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:53,66,67,67,68,68,57,66,67,60,67,31,31,31,36,41,40,41,54,50,46,47,45,29,29,36,35,66,49,2160,2007,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:54,65,65,67,68,68,57,66,66,61,69,31,31,31,36,41,40,41,54,50,46,46,45,29,29,36,35,65,49,2172,1995,2083,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:55,65,65,67,66,67,57,65,66,61,66,31,31,31,36,41,40,41,54,50,46,47,45,29,29,36,35,65,49,2156,2003,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:56,66,66,65,65,67,57,65,65,61,65,31,31,31,36,41,40,41,54,50,46,47,45,29,29,36,35,65,49,2150,2000,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:57,66,66,67,65,66,57,64,65,60,64,31,31,31,36,41,40,41,55,50,46,47,46,29,29,36,35,64,49,2161,1995,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:58,66,67,67,65,66,57,64,65,60,66,31,31,31,36,41,40,41,54,50,47,47,46,29,28,36,35,65,49,2172,2000,2086,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:36:59,67,67,67,67,67,56,65,64,60,66,31,31,31,36,41,40,41,54,50,46,47,46,29,28,36,35,65,49,2156,1995,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:00,69,66,65,65,66,56,64,64,60,63,31,31,31,36,41,40,41,54,50,46,47,46,29,29,36,35,64,48,2149,1999,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:01,64,65,66,65,65,56,63,64,60,65,31,31,31,36,41,40,41,53,50,46,47,46,29,29,36,35,63,48,2161,1994,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:02,64,65,66,65,65,56,63,63,60,65,31,31,31,36,41,40,41,53,50,46,47,46,29,29,36,35,63,48,2171,2007,2089,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:03,66,65,65,65,65,56,63,63,60,64,31,31,31,36,41,40,41,53,50,46,47,46,29,29,36,35,64,48,2155,1994,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:04,67,68,66,68,66,56,65,63,60,64,31,31,31,36,41,40,41,53,50,46,47,46,29,29,36,35,65,49,2152,2007,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:05,73,74,73,74,73,56,67,64,60,64,31,31,31,36,41,40,41,53,50,46,47,46,29,28,36,35,70,50,2160,1994,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:06,76,75,75,74,73,56,68,65,60,65,31,31,31,36,41,40,41,53,51,47,47,46,29,29,36,35,71,50,2171,2006,2088,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:07,69,69,68,69,70,56,66,65,60,64,31,31,31,36,41,40,41,53,50,46,47,46,29,29,36,35,67,49,2154,1992,2073,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:08,73,70,71,71,72,56,67,65,60,65,31,31,31,36,41,40,41,53,50,46,47,46,29,29,36,35,69,50,2149,2008,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:09,74,73,73,74,75,56,69,66,60,66,31,31,31,36,41,40,41,54,50,46,46,46,29,29,36,35,71,50,2167,1991,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:10,76,78,78,75,84,56,69,66,60,69,31,31,31,36,41,40,41,54,50,46,46,46,29,28,36,35,74,51,2172,2006,2089,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:11,72,72,73,70,74,56,67,67,60,67,31,31,31,37,41,40,41,54,51,46,47,46,29,29,36,35,69,50,2154,1994,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:12,70,68,68,73,70,57,67,66,60,67,31,31,31,36,41,40,41,54,51,46,46,46,29,29,36,35,68,50,2150,1999,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:13,70,70,69,69,71,57,67,66,60,67,31,31,31,36,41,40,41,54,51,46,46,46,29,29,36,35,68,49,2168,2003,2085,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:14,70,68,68,69,75,57,66,66,60,67,31,31,31,36,41,40,41,54,50,46,47,46,29,29,36,35,68,50,2171,1994,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:15,66,67,65,69,68,57,65,66,60,66,31,31,31,36,41,40,41,54,51,46,47,46,29,29,36,35,65,49,2151,2006,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:16,66,66,63,67,67,57,65,65,60,66,31,31,31,36,41,40,41,54,50,46,47,46,29,29,36,35,65,49,2147,1994,2070,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:17,66,66,66,66,68,57,66,65,60,67,31,31,31,36,41,40,42,54,51,46,47,46,29,29,36,35,65,49,2168,2006,2087,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:18,67,67,65,66,67,57,65,65,60,66,31,30,31,36,41,40,42,54,51,46,47,46,29,29,36,35,65,49,2171,1993,2082,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:19,71,67,67,71,67,57,65,65,60,66,31,30,31,36,41,40,42,54,50,46,47,46,29,29,36,35,66,49,2151,2006,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:20,64,66,69,67,66,56,63,64,60,65,31,30,31,36,41,40,42,54,51,46,47,46,29,29,36,35,64,49,2149,1994,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:21,75,71,69,71,73,57,66,65,60,65,31,30,31,36,41,40,42,54,51,46,47,46,29,29,36,35,69,50,2171,2007,2089,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:22,81,76,77,77,71,56,67,64,60,64,31,30,31,36,41,40,42,54,51,46,47,46,29,29,36,35,72,51,2161,1993,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:23,87,86,83,83,82,56,72,65,60,66,31,30,31,36,41,40,42,54,51,47,46,46,29,29,36,35,78,52,2150,2007,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:24,91,90,91,87,90,56,72,65,60,67,31,30,31,36,41,40,42,54,51,46,47,46,29,29,36,35,82,54,2162,1996,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:25,ALERT:98,ALERT:98,95,95,ALERT:98,56,76,66,60,68,31,30,31,37,41,40,42,54,51,46,46,46,29,29,36,35,88,ALERT:55,2194,2017,2105,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:26,86,ALERT:96,89,84,94,57,73,66,60,68,31,30,31,37,41,40,42,52,51,47,46,46,29,29,36,35,83,ALERT:54,2260,2085,2172,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:27,72,72,71,71,77,57,72,66,60,68,31,30,31,37,41,40,42,53,51,46,47,46,29,29,37,36,70,50,2311,2147,2229,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:28,65,70,69,70,73,58,67,68,60,69,31,30,31,36,41,40,42,53,51,46,48,46,29,29,37,36,67,50,2375,2198,2286,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:29,66,69,66,70,69,58,66,67,60,70,31,30,31,36,41,40,42,53,51,47,47,46,29,29,37,36,66,49,2433,2257,2345,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:30,69,66,65,68,68,58,66,66,60,70,31,30,31,36,41,40,42,53,51,47,47,46,29,29,37,36,66,49,2498,2312,2405,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:31,67,66,67,69,69,58,67,66,60,69,31,30,31,36,41,40,42,53,51,46,48,46,29,29,37,36,66,49,2556,2375,2465,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:32,67,66,66,65,67,58,65,35,60,67,31,30,31,36,41,40,42,53,51,46,48,46,29,29,37,36,65,48,2563,2378,2470,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:33,65,65,65,65,66,57,66,35,60,66,31,30,31,36,41,40,42,53,51,47,48,46,29,29,37,36,64,48,2553,2354,2453,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:34,66,65,66,66,68,57,65,35,60,66,31,30,31,36,41,40,42,53,51,47,48,46,29,29,37,36,65,48,2508,2310,2409,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:35,65,65,63,64,65,57,64,35,60,67,31,30,31,36,41,40,42,53,51,46,48,46,29,29,37,36,63,47,2469,2287,2378,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:36,64,64,63,64,65,57,63,35,60,64,31,30,31,36,41,40,42,53,51,46,47,46,29,29,37,36,63,47,2429,2242,2335,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:37,69,69,70,68,72,57,67,35,60,65,31,30,31,36,41,40,42,52,51,47,48,46,29,29,37,36,67,48,2387,2216,2301,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:38,69,66,65,72,66,56,65,35,59,64,31,30,31,36,41,40,42,52,51,46,48,46,29,29,37,36,66,48,2351,2190,2270,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:39,69,65,65,64,73,56,63,35,59,64,31,30,31,36,41,40,42,52,51,47,47,46,29,29,37,36,65,48,2317,2150,2233,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:40,65,64,62,63,64,56,62,35,59,64,31,30,31,36,41,40,42,52,51,46,48,46,29,29,37,36,62,47,2275,2108,2191,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:41,62,63,63,62,63,56,62,35,59,64,31,30,31,36,41,40,42,52,51,46,48,46,29,29,37,36,61,47,2240,2082,2161,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:42,64,64,63,63,65,56,64,62,58,65,31,30,31,36,41,40,42,52,51,46,48,46,29,29,37,36,63,48,2201,2035,2118,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:43,64,64,63,63,65,56,64,62,58,65,31,30,31,36,41,40,42,51,51,46,48,46,29,29,37,36,63,48,2177,2009,2093,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:44,81,77,76,79,69,56,66,62,58,64,31,30,31,36,41,40,42,51,51,46,48,46,29,29,37,36,72,51,2155,1995,2075,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:45,64,64,63,63,65,56,64,62,58,63,31,30,31,36,41,40,42,50,51,46,48,46,29,29,37,36,63,48,2149,1999,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:46,64,62,63,61,63,56,62,62,58,63,31,30,31,36,41,40,42,51,51,47,48,46,29,29,37,36,62,48,2159,1994,2076,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:47,63,63,62,62,63,56,62,62,58,62,31,30,31,36,41,40,42,51,51,46,48,46,29,29,37,36,62,48,2173,2006,2089,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:48,65,62,62,64,63,55,61,61,58,65,31,30,31,36,41,40,42,52,51,46,48,46,29,29,37,36,62,48,2157,1992,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:49,64,63,62,62,64,55,62,35,58,64,31,30,31,36,41,40,42,51,51,47,48,46,29,29,37,36,62,47,2152,2006,2079,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:50,61,62,61,62,63,54,61,35,58,62,31,30,31,36,41,40,42,51,51,47,48,46,29,29,37,36,61,46,2152,1993,2072,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:51,62,61,61,60,62,54,61,35,58,62,31,30,31,36,41,40,42,50,51,46,48,46,29,29,37,36,60,46,2174,2006,2090,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:52,62,60,60,61,61,55,60,35,57,62,31,30,31,36,40,40,42,51,51,46,48,46,29,29,37,36,60,46,2163,1993,2078,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:53,60,60,58,60,61,55,60,35,56,61,31,30,31,36,40,40,42,51,51,46,48,46,29,29,37,36,59,46,2147,2007,2077,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:54,60,59,57,58,61,55,60,35,56,61,31,30,31,36,40,40,42,50,51,46,48,46,29,29,37,36,59,46,2150,1993,2071,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:55,61,61,60,61,61,54,61,35,57,60,31,30,31,36,41,40,42,50,51,46,48,46,29,29,37,36,60,46,2171,2007,2089,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:56,59,59,59,59,60,54,59,35,56,61,31,30,31,36,40,40,42,50,51,46,48,46,29,29,37,36,58,46,2170,1991,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:57,60,60,59,62,64,54,60,35,56,60,31,30,31,36,41,40,42,50,51,46,48,46,29,29,37,36,60,46,2154,2007,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:58,59,59,57,59,60,54,58,35,56,59,31,30,31,36,41,40,42,50,51,46,48,46,29,29,37,36,58,45,2155,1993,2074,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
2016-05-08,01:37:59,60,59,58,58,59,54,60,35,56,59,31,31,31,36,41,40,42,50,51,46,48,46,29,29,37,36,58,45,2153,2007,2080,Normal,Fans appear to be working properly.,Temperature sensors appear to be working properly.
